case_id,dice_f1,precision,recall_sensitivity,boundary_f1
test_268,0.8292650304281219,0.8403361344526425,0.818481848183738,0.8022150640272544
test_269,0.7474089042430432,0.7898870212168781,0.7092663614985658,0.7017114087152801
test_26,0.7888847903592907,0.737640836972321,0.8477801268476539,0.8139158526222398
test_270,0.8157815393888892,0.8928908165181096,0.7509317262701205,0.8054740119751473
test_271,0.8765964791155707,0.8919915700721953,0.8617237869004721,0.8696915937669975
test_272,0.38582677165278384,0.48611111110869987,0.3198433420355097,0.34692008411633624
test_273,0.42725281601985793,0.7380083772453209,0.30065503385242437,0.39770885155223096
test_274,0.9403973509927547,0.924960917143141,0.9563577586194014,0.9670028914379686
test_275,0.8937170652607266,0.9151585588561927,0.8732572877045734,0.9351156205940486
test_276,0.616544222878908,0.49953617810683437,0.8051333167186515,0.6506046167883003
test_277,0.7901510912139572,0.9353058070203849,0.6839980623278831,0.810913434992904
test_278,0.6644685039366809,0.8768671255995885,0.5349021472145353,0.6088101386765867
test_279,0.7632908458860889,0.9065286799505597,0.6591418507839744,0.78979252087765
test_27,0.8003626772166169,0.8652646587045709,0.7445177120062191,0.8189230847927857
test_280,0.8206055128779157,0.7793991416299456,0.866412213739277,0.777674418416652
test_281,0.6355951564994017,0.7020524899046062,0.5806316961171829,0.6702446077089386
test_282,0.7475136349047581,0.9052059052041469,0.6366120218570538,0.7096578252626099
test_283,0.8521978863529324,0.8756688700025963,0.8299522673026074,0.7888992163367797
test_284,0.8667328980975967,0.880478662051787,0.8534097261027761,0.8582068355140937
test_285,0.8425212867975815,0.9510562918245957,0.7562209817931262,0.7952931048620389
test_286,0.7698089570930395,0.8439484978526284,0.7076435871589065,0.7896504123327704
test_287,0.7851273964637853,0.9089162182918737,0.6910153396629788,0.8146657806365186
test_288,0.7385613845313806,0.8988941548159587,0.6267670277205311,0.7598334933063497
test_289,0.763406940062669,0.8394595910408477,0.6999898508061504,0.8078418940530179
test_28,0.4118791697551835,0.35809232256476425,0.48467996946844977,0.3586844765935249
test_290,0.8892543859643028,0.9383858837128458,0.8450117218014522,0.9309384181607895
test_291,0.847858017135344,0.8492092681122358,0.8465110595125913,0.8876933339148394
test_292,0.8752124190507163,0.9053591790185239,0.8470086229879571,0.9066991597223906
test_293,0.7760076252718028,0.729238643633104,0.8291866724853351,0.8114659170300274
test_294,0.8719017328356701,0.9377211606499908,0.8147161303537459,0.8534657672760844
test_295,0.7945354342929463,0.8939737991258567,0.7150041911143371,0.7400367653204633
test_296,0.781585916808863,0.8752616887633021,0.706023079087101,0.8347428563872886
test_297,0.8367192905211532,0.9186520267930953,0.76820465438542,0.7248078125305258
test_298,0.25668568870957065,0.4303939962460398,0.1828762755099125,0.23475101605218468
test_299,0.6043255017888561,0.8536263736244976,0.4677263969165851,0.6795945619479122
test_29,0.8903198712109678,0.9563909774421708,0.8327877438773958,0.867015836023002
test_2,0.4843912591046788,0.47508079605294257,0.4940739430382203,0.4395385345322345
test_300,0.8216630908258099,0.9009124607914158,0.7552288753427091,0.8694652730915386
test_30,0.8260078591177318,0.7915620641556543,0.8635879488733539,0.7673884044553086
test_31,0.6753909694182211,0.8593528578166516,0.5563030349357416,0.6470549711282865
