partition,node_name,op_type,node_kind,MH,MW,PE,SIMD,PE_times_SIMD,log2_MW,weightDataType,inputDataType,outputDataType,weight_bits,act_bits,resType,force_dsp,ram_style,mem_mode,NumChannels,numSteps,IFMChannels,IFMDim_h,IFMDim_w,OFMDim_h,OFMDim_w,ConvKernelDim_h,ConvKernelDim_w,Stride_h,Stride_w,Dilation_h,Dilation_w,depthwise,parallel_window,real_LUT,real_LUTRAM,real_SRL,real_FF,real_BRAM36,real_BRAM18,real_URAM,real_DSP
6,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT6,UINT6,,6,,,distributed,,,,4,33,33,32,32,2,2,1,1,1,1,0,0,225,24,0,100,0,0,0,0
6,MVAU_rtl_8,MVAU_rtl,MVAU,4,64,2,16,32,6.0,UINT7,INT6,INT16,7,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,536,100,0,404,0,0,0,16
6,MVAU_rtl_9,MVAU_rtl,MVAU,4,16,4,16,64,4.0,INT4,UINT6,INT12,4,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,655,0,0,369,0,0,0,32
6,Thresholding_rtl_16,Thresholding_rtl,Thresholding,,,4,,,,INT12,INT12,UINT4,12,12,,,,,4,15,,,,,,,,,,,,,,185,0,17,518,0,0,0,0
6,Thresholding_rtl_17,Thresholding_rtl,Thresholding,,,2,,,,INT16,INT16,INT8,16,16,,,,,4,255,,,,,,,,,,,,,,209,0,19,776,0,3,0,0
6,MVAU_rtl_10,MVAU_rtl,MVAU,4,4,4,4,16,2.0,INT4,UINT4,INT9,4,4,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,220,0,0,223,0,0,0,4
6,Thresholding_rtl_18,Thresholding_rtl,Thresholding,,,4,,,,INT10,INT9,INT8,10,9,,,,,4,255,,,,,,,,,,,,,,292,0,33,1132,0,4,0,0
7,Thresholding_rtl_0,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,4,255,,,,,,,,,,,,,,87,0,11,297,0,3,0,0
7,Thresholding_rtl_1,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,4,63,,,,,,,,,,,,,,57,0,11,130,0,0,0,0
7,Thresholding_rtl_2,Thresholding_rtl,Thresholding,,,1,,,,UINT6,UINT6,INT8,6,6,,,,,4,255,,,,,,,,,,,,,,67,0,10,209,0,0,0,0
7,MVAU_rtl_0,MVAU_rtl,MVAU,1,4,1,4,4,2.0,INT4,UINT6,INT11,4,6,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,36,0,0,53,0,0,0,4
7,Thresholding_rtl_3,Thresholding_rtl,Thresholding,,,1,,,,INT11,INT11,UINT8,11,11,,,,,1,255,,,,,,,,,,,,,,103,0,9,301,0,1,0,0
7,ConvolutionInputGenerator_rtl_0,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT8,UINT8,,8,,,distributed,,,,1,34,34,32,32,3,3,1,1,1,1,1,0,201,20,0,87,0,0,0,0
7,VVAU_hls_0,VVAU_hls,VVAU,1,9,1,9,9,3.17,INT4,UINT8,INT13,4,8,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,119,0,0,255,0,0,0,11
7,Thresholding_rtl_4,Thresholding_rtl,Thresholding,,,1,,,,INT16,INT13,UINT8,16,13,,,,,1,255,,,,,,,,,,,,,,120,0,9,371,0,2,0,0
7,MVAU_rtl_1,MVAU_rtl,MVAU,4,1,4,1,4,0.0,INT8,UINT8,INT16,8,8,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,74,0,0,271,0,0,0,2
7,Thresholding_rtl_5,Thresholding_rtl,Thresholding,,,4,,,,INT17,INT16,INT8,17,16,,,,,4,255,,,,,,,,,,,,,,555,0,33,1586,0,6,0,0
7,Thresholding_rtl_6,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,4,255,,,,,,,,,,,,,,87,0,11,280,0,3,0,0
7,Thresholding_rtl_7,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,4,63,,,,,,,,,,,,,,57,0,11,130,0,0,0,0
7,ConvolutionInputGenerator_rtl_1,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT6,UINT6,,6,,,distributed,,,,4,65,65,64,64,2,2,1,1,1,1,0,0,265,40,0,104,0,0,0,0
7,MVAU_rtl_2,MVAU_rtl,MVAU,5,16,5,16,80,4.0,INT6,UINT6,INT15,6,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,979,0,0,463,0,0,0,48
