stem,view,dice_f1,precision,recall_sensitivity,accuracy
test_11,6x6 only,0.4683335987682571,0.4102111038777968,0.545645719940286,0.923591613769496
test_11,5x5 only,0.4716768636043979,0.46436919388644626,0.4792182088072246,0.9337882995605112
test_11,OR (6x6 | 5x5),0.5027676391674113,0.41264928778303667,0.6432459178620464,0.9215278625487929
test_11,confidence blend,0.48385333992545115,0.41763622478755774,0.5750247402272544,0.9243354797362928
test_110,6x6 only,0.5559878035955441,0.5197051597046489,0.5977167401372242,0.9677810668944943
test_110,5x5 only,0.49195766702387433,0.4186637041736084,0.5963603481399385,0.9584312438964477
test_110,OR (6x6 | 5x5),0.5160475724989751,0.4033747214260405,0.7160619419004,0.9546737670898073
test_110,confidence blend,0.5724057064683543,0.5040874279317579,0.6621453600082942,0.966613769531213
test_111,6x6 only,0.370223067611646,0.35289269820281377,0.38934351700238345,0.9722137451171504
test_111,5x5 only,0.41742379213686215,0.39152596368207787,0.44699036188316604,0.9738273620605097
test_111,OR (6x6 | 5x5),0.39144782070645434,0.3146899524700843,0.5177304964529592,0.9662322998046506
test_111,confidence blend,0.41952571102565434,0.38009450679211443,0.4680851063821275,0.9728279113769159
test_112,6x6 only,0.6413550728808888,0.6225254445804468,0.6613593155885678,0.9762535095214471
test_112,5x5 only,0.693389752973071,0.6683201058193691,0.7204134980980033,0.9795455932616813
test_112,OR (6x6 | 5x5),0.6626874808689609,0.5806365099225991,0.7717442965770297,0.9747772216796503
test_112,confidence blend,0.6939551529381569,0.6554346677926952,0.7372861216721277,0.979122161865197
test_113,6x6 only,0.6070374822420461,0.5623608017811679,0.6594254510913349,0.9725646972655878
test_113,5x5 only,0.6150560041674316,0.5480456782094995,0.7007359924018272,0.9718132019042598
test_113,OR (6x6 | 5x5),0.6265694803665053,0.5188069464990898,0.7908357075014353,0.9697074890136348
test_113,confidence blend,0.6475917489887661,0.569243228650617,0.7509496676154428,0.9737358093261347
test_114,6x6 only,0.5834746789433068,0.46636539703004104,0.7791199309741381,0.9606552124023071
test_114,5x5 only,0.5256301549369746,0.40896005757442183,0.7354400345117176,0.9530487060546511
test_114,OR (6x6 | 5x5),0.5326259588414379,0.3878254022930034,0.8499784296798425,0.9472389221191044
test_114,confidence blend,0.5651253481892051,0.4309749051150337,0.8205349439162849,0.9553337097167603
test_115,6x6 only,0.4615821213192894,0.43995131187389785,0.48544993284511945,0.9710502624511348
test_115,5x5 only,0.37552927434634575,0.367586108331617,0.3838233099531655,0.9673690795898068
test_115,OR (6x6 | 5x5),0.45037986704626637,0.3739036168321928,0.5661841516183164,0.9646759033202756
