case_id,dice_original,dice_thr0.08_cap5000,precision_added_thr0.08_cap5000,dice_thr0.05_cap20000,precision_added_thr0.05_cap20000
test_88,0.312156862744792,0.32068662830359823,0.9811320754716981,0.3281553398055066,0.98
test_89,0.6181510796890661,0.6270888973669385,0.9456521739130435,0.6353796079020245,0.8838383838383839
test_9,0.7303213786675308,0.7330891078887916,0.8275862068965517,0.7336145693997667,0.6434782608695652
test_90,0.8533797450487542,0.8513626639378423,0.3374485596707819,0.8494151370840771,0.3108108108108108
test_91,0.7856320515766477,0.7852873563212373,0.2857142857142857,0.7850038255541048,0.2926829268292683
test_92,0.7898911639911548,0.7993057458657172,0.8857142857142857,0.800217057067197,0.6604651162790698
test_93,0.7208089745609726,0.7304797742233219,0.9897959183673469,0.737162004207327,0.96
test_94,0.6784869976352047,0.6765171503950643,0.28402366863905326,0.670963717641469,0.22364217252396165
test_95,0.7806531446705866,0.7826459102333586,0.5660377358490566,0.7836873768829347,0.5357142857142857
test_96,0.8928698752220205,0.8880458756057449,0.20869565217391303,0.8854988602482153,0.22043010752688172
test_97,0.8704204204197669,0.8636430787406827,0.22477064220183487,0.8553266111348419,0.15300546448087432
test_98,0.8836512034639096,0.8816705336419608,0.2459016393442623,0.8831297457899611,0.41284403669724773
test_99,0.9394722524476744,0.9394144754669698,0.46153846153846156,0.93747467927013,0.330188679245283
