stem,view,dice_f1,precision,recall_sensitivity,accuracy
test_116,confidence blend,0.30185235879172284,0.21670488044532152,0.4972192995633591,0.9416275024413703
test_117,6x6 only,0.49356840193685925,0.41253478370831487,0.614218455743301,0.9489364624023076
test_117,5x5 only,0.557229647630394,0.48891257995700854,0.6477401129937403,0.9582977294921509
test_117,OR (6x6 | 5x5),0.5169119706255976,0.38602035599740386,0.7821092278712032,0.9407768249511359
test_117,confidence blend,0.5507922054268618,0.44912384912358233,0.7119585687375594,0.9529533386230105
test_118,6x6 only,0.4420864514685345,0.3234188592904695,0.6983062808738563,0.9618911743163695
test_118,5x5 only,0.39782124288170445,0.2765195842222919,0.7087155963290248,0.953609466552698
test_118,OR (6x6 | 5x5),0.35521328925072365,0.2302184592870125,0.7771700776274221,0.9389953613280891
test_118,confidence blend,0.42484702010571046,0.2998040496405401,0.7288285109373168,0.9573326110839478
test_119,6x6 only,0.5789071231100648,0.45279720279678615,0.8023805641597874,0.9726905822753534
test_119,5x5 only,0.5289161040453609,0.38947125019239287,0.8239034730134944,0.9656639099120725
test_119,OR (6x6 | 5x5),0.4656834177610321,0.32113268208215584,0.8468938529254086,0.9545326232909792
test_119,confidence blend,0.5632765255631867,0.42489839926978107,0.8353171367995511,0.9696960449218379
test_12,6x6 only,0.42375375198609627,0.3067484662574073,0.685061845859781,0.9626502990722289
test_12,5x5 only,0.3775489396409168,0.2578511245733181,0.7046622264496581,0.9534225463866823
test_12,OR (6x6 | 5x5),0.33929284060964987,0.21466444478098537,0.8089438629860914,0.9368438720702768
test_12,confidence blend,0.42835563228289364,0.29892327384963563,0.7554709800175919,0.9595794677734009
test_120,6x6 only,0.43766304080305274,0.3236985802691491,0.6754785779388097,0.9564170837401978
test_120,5x5 only,0.42959076600187324,0.32809745151440284,0.6219993922810362,0.9585266113280884
test_120,OR (6x6 | 5x5),0.388213394589731,0.26254888305551904,0.7446065025816703,0.9410743713378547
test_120,confidence blend,0.41331548086226816,0.2968760363465564,0.6800364630800972,0.9515266418456668
test_121,6x6 only,0.516313788084824,0.40173874926913955,0.7223170891885954,0.960697174072229
test_121,5x5 only,0.5167724388030407,0.3848874598068264,0.7861552607371783,0.9573020935058228
test_121,OR (6x6 | 5x5),0.44775162886728814,0.3071212269217998,0.8259556022582084,0.9408302307128547
test_121,confidence blend,0.4986235088009933,0.36531996821687834,0.7851044266376132,0.9541473388671511
test_122,6x6 only,0.4657236126219933,0.3371406065375645,0.7528583992941869,0.9775238037109002
test_122,5x5 only,0.39984043614094816,0.25855546001697455,0.8815596599211916,0.9655647277831663
test_122,OR (6x6 | 5x5),0.34837391452389554,0.21600506756741553,0.8997361477546182,0.9562034606933228
test_122,confidence blend,0.4717527764361244,0.32512479201295047,0.8592788038673138,0.9749603271484003
test_123,6x6 only,0.45792765490975695,0.3627541117577252,0.6208041958031105,0.9679298400878537
test_123,5x5 only,0.39065371488559164,0.2791744840523233,0.6503496503485134,0.9557304382323853
test_123,OR (6x6 | 5x5),0.3982172013589876,0.266336107667631,0.7888111888098098,0.9479789733886357
test_123,confidence blend,0.47568076221815225,0.35841531507546004,0.706993006991771,0.9659919738769163
test_124,6x6 only,0.5601856091825991,0.44780125921204167,0.7478806651444833,0.9450416564941045
test_124,5x5 only,0.5226070528965608,0.42576441617051825,0.67647538310998,0.9421615600585578
test_124,OR (6x6 | 5x5),0.5137873795306311,0.36906922940011777,0.8452070427120596,0.9251365661620741
