case_id,gt_vessel_px,dice_f1,precision,recall_sensitivity,accuracy
test_48_p0303,869,0.6203124999951538,0.9659367396358652,0.45684695051257945,0.9327335640125498
test_48_p0304,44,0.16901408448323746,0.22222222213991769,0.13636363633264462,0.9919288645677266
test_48_p0305,0,0.0,0.0,0.0,0.9959861591681717
test_48_p0400,0,0.0,0.0,0.0,0.999999999998632
test_48_p0401,0,0.0,0.0,0.0,0.9743104380733176
test_48_p0402,0,0.0,0.0,0.0,0.9819425444583011
test_48_p0403,16,0.0,0.0,0.0,0.8935704514351661
test_48_p0404,918,0.8571428571379981,0.8936170212660329,0.823529411755735,0.9659275283924204
test_48_p0405,0,0.0,0.0,0.0,0.999999999998632
test_48_p0500,0,0.0,0.0,0.0,0.9999999999986159
test_48_p0501,0,0.0,0.0,0.0,0.999999999998632
test_48_p0502,0,0.0,0.0,0.0,0.9997231833896197
test_48_p0503,0,0.0,0.0,0.0,0.9976470588221485
test_48_p0504,281,0.0,0.0,0.0,0.9611491108057987
test_48_p0505,266,0.0,0.0,0.0,0.9631833910021271
test_49_b0000,1511,0.9419907712559592,0.9382797110903593,0.9457313037660773,0.9756401384069542
test_49_b0001,774,0.4951411383595783,0.38572458543341226,0.6912144702753072,0.8489965397912125
test_49_b0002,0,0.0,0.0,0.0,0.8545328719711356
test_49_b0003,0,0.0,0.0,0.0,0.8591003460195722
test_49_b0004,0,0.0,0.0,0.0,0.9128027681648266
test_49_b0100,40,0.10785824344980187,0.057471264366872395,0.87499999978125,0.9198615916942285
test_49_b0101,728,0.9082969432248306,0.9659442724308678,0.8571428571310832,0.982560553631858
test_49_b0102,1066,0.6122448979555087,0.8499999999858333,0.4784240150048929,0.9105882352928574
test_49_b0103,722,0.17537537537432207,0.15482502650949284,0.20221606647919368,0.8099653979227543
test_49_b0104,0,0.0,0.0,0.0,0.9051903114174322
test_49_b0200,0,0.0,0.0,0.0,0.9761937716249465
test_49_b0201,0,0.0,0.0,0.0,0.9999999999986159
test_49_b0202,1045,0.8981854838664406,0.9488817891272749,0.8526315789392094,0.9720415224900041
test_49_b0203,83,0.0,0.0,0.0,0.9885121107252755
test_49_b0204,139,0.0,0.0,0.0,0.8719723183378935
test_49_b0300,0,0.0,0.0,0.0,0.8811072664347667
test_49_b0301,0,0.0,0.0,0.0,0.9237370242201748
test_49_b0302,1196,0.9393939393900926,0.9205457463810551,0.9590301003264295,0.9795155709329003
test_49_b0303,0,0.0,0.0,0.0,0.9750865051889618
test_49_b0304,0,0.0,0.0,0.0,0.9869896193757965
test_49_b0400,0,0.0,0.0,0.0,0.9385467128014692
test_49_b0401,0,0.0,0.0,0.0,0.9703806228360272
test_49_b0402,1509,0.8695345557092048,0.9291635267450704,0.8170974155015435,0.948788927334327
test_49_b0403,867,0.6884661117676073,0.7104294478440438,0.6678200691964495,0.9274740484416228
test_49_b0404,258,0.5775401069441505,0.440816326521616,0.8372093022931314,0.9562629757772232
test_49_p0000,0,0.0,0.0,0.0,0.9995847750851217
test_49_p0001,0,0.0,0.0,0.0,0.9820793433639097
test_49_p0002,0,0.0,0.0,0.0,0.9961245674726698
test_49_p0003,0,0.0,0.0,0.0,0.8999307958465053
test_49_p0004,0,0.0,0.0,0.0,0.9880984952106866
test_49_p0005,0,0.0,0.0,0.0,0.9822837370228619
test_49_p0100,581,0.248421052628964,0.3197831978233121,0.2030981067090689,0.9023255813941145
test_49_p0101,1741,0.876069555614474,0.8432518597192177,0.9115450890240578,0.9392915089224726
test_49_p0102,1199,0.6041737940451448,0.5121809744749873,0.7364470391931907,0.8417236662095189
test_49_p0103,681,0.5151342090204732,0.42149532709886456,0.6622613803133295,0.8838577291369578
